id,link,name,comment,star
28,https://movie.douban.com/subject/26363254/,战狼2,整部电影延续1的风格，热血。场面比1来的要大，打戏动作不错，吴京挺适合演军人的，电影之前的中国梦片段他都念的劲儿劲儿的。整体来说还不错，不过张翰太违和了，一出来就一股雷阵雨的画风。,4
29,https://movie.douban.com/subject/26363254/,战狼2,目瞪狗呆！太瘠薄好看了！中国人牛b就是硬道理！隔壁建军大爷都没你们爱国,1
30,https://movie.douban.com/subject/26363254/,战狼2,《战狼2》的动作场景和战斗装备全线升级，热血的打斗动作从头打到尾。《战狼2》游走在电影审查红线的边界和政治安全的缝隙，是部延续了第一部极具煽动爱国情绪的国产动作大片。如此制作精良的影片，还请多来一点。,4
31,https://movie.douban.com/subject/26363254/,战狼2,电影用的胶卷挺差的，故事过度也差，地方部队还没太多展示就死去，反正各种问题。但就是能吸引人看下去，就冲这，为什么要这么鄙视敢想敢去开拓的人，不允许他们再去拍，直到能有更好的人，拍出更棒的更出彩的电影来呢？,3
32,https://movie.douban.com/subject/26363254/,战狼2,火爆的场面拍出了好莱坞大片的感觉，本片必将燃爆暑期,4
33,https://movie.douban.com/subject/26363254/,战狼2,吴京厉害了，身为武打演员，能拍到这么高标准的大场面的枪战戏，为你点赞。热血男儿，荷尔蒙爆发！,5
34,https://movie.douban.com/subject/26363254/,战狼2,能给0星么，好恶心啊,1
35,https://movie.douban.com/subject/26363254/,战狼2,《血战钢锯岭》中国人也会觉得好看，因为它歌颂的宗教情怀是超越政权的；但当你只想歌颂一个政权时，很明显就低了一个层次，甚至充满了现实乃至投机的考量，高下立见,3
36,https://movie.douban.com/subject/26363254/,战狼2,请问吴京脑残，弹簧床能挡火箭炮吗？,1
37,https://movie.douban.com/subject/26363254/,战狼2,上一部是傲气雄鹰，这一部是第一滴血4。吴京算是国内导演对类型片感觉比较准的，作为动作片钱都花在有效地方，整体火爆流畅，有大片气魄，创作上也足够真诚。人物设计也都不错，连张翰都很可爱了。如果吴京不像当年甄子丹那样一时膨胀、在银幕上独占聚光灯，肯定可以走得更远。,4
38,https://movie.douban.com/subject/26363254/,战狼2,扪心自问这种电影真没法评价，全片靠动作戏撑完，文戏都是扯淡，女主角毫无存在的必要，故事不需要逻辑只要主角开挂，但牛逼之处在于全片都透露着极强烈的爱国主义光环和意识形态枷锁，在祖国面前，一切反动派都是纸老虎，所以战狼一个人开挂团灭一个连都是合情合理的，动作戏还不错，挺用心，两星鼓励,2
39,https://movie.douban.com/subject/26363254/,战狼2,扪心自问这种电影真没法评价，全片靠动作戏撑完，文戏都是扯淡，女主角毫无存在的必要，故事不需要逻辑只要主角开挂，但牛逼之处在于全片都透露着极强烈的爱国主义光环和意识形态枷锁，在祖国面前，一切反动派都是纸老虎，所以战狼一个人开挂团灭一个连都是合情合理的，动作戏还不错，挺用心，两星鼓励,2
40,https://movie.douban.com/subject/26363254/,战狼2,两星给打戏，其他一般般，没啥看点，还有点尴尬？,2
41,https://movie.douban.com/subject/26363254/,战狼2,太尴尬了！！！！手接炸弹！！哈哈哈！！！从张翰出来之后，我就想炸了他！！,1
42,https://movie.douban.com/subject/26363254/,战狼2,翻了一下我给第一部的评价是四星，当时觉得挺燃的，这部其实在完成度上更接近好莱坞的制作了，每个步骤每个人物的走向都很顺滑，没有任何出人意料的地方。只给三星是因为，看看最近现实世界的一切，抱歉我在影院里燃不起来，只是觉得一切都很魔幻，当然开头的强拆是最有现实感的一幕了。,3
43,https://movie.douban.com/subject/26363254/,战狼2,太喜欢《战狼2》开场6分钟长镜头的水下搏斗戏了！从来没有在其它任何一部电影里看到过，因为拍摄难度真的不一般，同时还对演员有各种技能方面的要求。看完片子回来搜了下，被吴京会游泳、潜水、滑雪、开飞机、开坦克、射击等各项技能，还特意去特种部队当过18个月兵…真的很佩服这样的电影人！,5
44,https://movie.douban.com/subject/26363254/,战狼2,3星半。1.电影结束有掌声出现，近期少见。2.一粒爱国主义大补丸，有人吃的开心，有人觉得补大了。3.从头打到尾，从白打到黑。4.从片头字幕到影片细节，完全展现了吴京作为一个超级直男的糙和猛。主角光环媲美终结者。5.达康书记无亮点，张翰变谐星。6.3D？？？7.导演的掌控能力逼近Hold不住的边缘。,3
45,https://movie.douban.com/subject/26363254/,战狼2,打戏非常带感，燃爆了，拳拳到肉，看得超爽！,4
46,https://movie.douban.com/subject/26363254/,战狼2,吴京确实很聪明，很鸡贼。在一面大旗下呈现了一出重工业娱乐电影。他一直调控着说教和娱乐的比例，娱乐多了，尺度不被允许，说教多了，大众不接纳，比例把握非常微妙。这其中还是有一些“奇侠”化的内容，比如用玻璃碴子当飞镖杀敌一类，只不过被遮盖掉了。“老爹”演过美剧《搏击王国》，力荐那部美剧,3
47,https://movie.douban.com/subject/26363254/,战狼2,作为主旋律影片为啥用《奇异恩典》配乐，画内镜头还是中国军人……,3
48,https://movie.douban.com/subject/26363254/,战狼2,男生看这部电影的话，应该会很喜欢，因为很刺激肾上腺素，如果是女生，冷锋对龙小云的感情也会十分打动你，真的！,5
49,https://movie.douban.com/subject/26363254/,战狼2,无脑动作片，模仿许多好莱坞大场面再想怎么玩怎么玩一股脑堆，槽点多到炸，几位主角血厚到科幻级别，吴京重复演满血，红血，中毒，极速回血，爆种打通全场...确实很拼但片子太过投机取巧，炸穿银幕连迈克尔贝都不受待见了，国片还前仆后继炸不停，故事不好看堆再多大场面大爆炸假high瞎燃也没用。5/10,2
50,https://movie.douban.com/subject/26363254/,战狼2,吴京：这种女人就缺我这样的男人征服。心往一处想，劲往一处使，就能实现吴京直男癌的中国梦🇨🇳,1
51,https://movie.douban.com/subject/26363254/,战狼2,美国大片就能意淫，国产的就不行？美国的就打不死，全都跳飞机跟跳墙一样，中国就不行？,4
52,https://movie.douban.com/subject/26363254/,战狼2,好莱坞总是美国总是拯救世界，国产片就是中国梦想拯救非洲,3
53,https://movie.douban.com/subject/26363254/,战狼2,以现在的中印局势，来对比这部电影假想的内容，还真是挺讽刺的哈哈哈,1
54,https://movie.douban.com/subject/26363254/,战狼2,谄媚投机到恶心。,1
55,https://movie.douban.com/subject/26363254/,战狼2,作为军旅题材给四星我觉得不过分，质感燃到爆炸,4
56,https://movie.douban.com/subject/26363254/,战狼2,燃！大场面真的不输国外大片不尴尬，吴京打戏很精彩，水下搏斗看着也很有力，必须安利一下张翰，这角色简直就是个彩蛋啊，承包所有笑点，为他量身定做的哈哈哈，彭于晏可演不来。是真的好看,5
57,https://movie.douban.com/subject/26363254/,战狼2,《战狼2》的制作明显比第一部升级了不少，坦克漂移、无人机突袭、直升机坠露、水下肉搏，军舰导弹发射、场面和动作再加上非洲叛乱国际化的视角完全是好莱坞大片的标配，吴京饰演的冷锋更加深入人心，如此搏命的精神在当下华语动作电影算是少见了，期待第三部。,4
58,https://movie.douban.com/subject/26363254/,战狼2,好燃啊！好看！表白吴京和达康书记！,4
59,https://movie.douban.com/subject/26363254/,战狼2,燃！大场面真的不输国外大片不尴尬，吴京打戏很精彩，水下搏斗看着也很有力，必须安利一下张翰，这角色简直就是个彩蛋啊，承包所有笑点，为他量身定做的哈哈哈，彭于晏可演不来。是真的好看,5
60,https://movie.douban.com/subject/26363254/,战狼2,《战狼2》的制作明显比第一部升级了不少，坦克漂移、无人机突袭、直升机坠露、水下肉搏，军舰导弹发射、场面和动作再加上非洲叛乱国际化的视角完全是好莱坞大片的标配，吴京饰演的冷锋更加深入人心，如此搏命的精神在当下华语动作电影算是少见了，期待第三部。,4
61,https://movie.douban.com/subject/26363254/,战狼2,好燃啊！好看！表白吴京和达康书记！,4
62,https://movie.douban.com/subject/26363254/,战狼2,典型美国大片的方式，每次都能猜对剧情，没劲诶~我就想问，王牌特工就那么点杀人的镜头，还经过艺术处理，都直接删了，战狼2这种血腥屠杀的镜头，赤裸裸的，大段大段的，是怎么过的？政治正确就有庇衣了？,2
63,https://movie.douban.com/subject/26363254/,战狼2,意料之中的精彩，意料之外的惊喜。属于我们的英雄，展现狼性的军魂。,4
64,https://movie.douban.com/subject/26363254/,战狼2,几个网红拉出来弹弹琴你们就说燃了？彰显我大国气象荷尔蒙满屏，这TM才叫燃！！！这部电影告诉我们中国人也是可以拯救世界的！,5
65,https://movie.douban.com/subject/26363254/,战狼2,吴迪塞尔如入无人之境，7亿大陆直男在这一刻集体勃起。心往一处想，劲往一处使，你就能离开影厅不是个屌丝了？,2
66,https://movie.douban.com/subject/26363254/,战狼2,同样是主旋律，片子比电影开始前的《我的中国梦》要屌一万倍。,4
67,https://movie.douban.com/subject/26363254/,战狼2,吴京这一次完全就是用超级英雄的标准来打造角色，美式英雄主义与主旋律的违和是不可逆转的缺点，各种笑料也一定程度地破坏了节奏感；斥巨资炮制的大场面有所体验，动作场面的流畅自然也比得上好莱坞水准，但满到溢出却又影响了观感。有着明显的优缺点，但却会是受一般观众喜爱的院线电影。两星半。,2
68,https://movie.douban.com/subject/26363254/,战狼2,3d扣分,2
69,https://movie.douban.com/subject/26363254/,战狼2,和第一部同样精彩，看完之后我热血澎拜啊,4
70,https://movie.douban.com/subject/26363254/,战狼2,纯粹拍的很难看啊……,2
71,https://movie.douban.com/subject/26363254/,战狼2,集体癔症。,1
72,https://movie.douban.com/subject/26363254/,战狼2,这个系列从1开始就跟吃了壮阳药似的。,2
73,https://movie.douban.com/subject/26363254/,战狼2,张翰脸比女主白太多了，请问用了什么护肤品？！,4
74,https://movie.douban.com/subject/26363254/,战狼2,客观的说七分，虽然情节逻辑有各种经不起推敲的细节，但总体完成度很高，虽然反派有点无脑脸谱化，但配角形象还算丰满，尤其张瀚的富二代形象居然不招人讨厌。有笑点有泪点，是部用心的片子，瑕不掩瑜，值得鼓励。,4
75,https://movie.douban.com/subject/26363254/,战狼2,在吴京的个人英雄幻想下连主旋律都沦为附庸了，我tm还能说什么...主角已经牛逼到突破逻辑的地步！全天下超级无敌牛逼就是你了好啦好啦我都知道,1
76,https://movie.douban.com/subject/26363254/,战狼2,1.看看人家装逼装得多专业。2.由于全国发布高温警报，主角只好去非洲避暑了。3.Tundu：我不要去中国，中国太他妈热了，我会被晒黑的！4.张翰在本片饰演亦凡，整个太平洋都是他承包的鱼塘。5.达康书记、东来局长都是幌子，实际上反派是美队对冷锋的考验，下集他将加入复联一起打灭霸。,3
77,https://movie.douban.com/subject/26363254/,战狼2,三星半，与首部一脉相承，但脱离了军旅题材的限制，变成了孤胆英雄动作片，与第一滴血系列是一样的，故事不新鲜，但场面更大，动作部分在技巧/火爆之间切换，整体非常燃，片长有些长。能看出拍摄时受限颇多，有的镜头一看就是硬性指标，但这样的片对拓展华语类型片有好处，还是多多益善,4
78,https://movie.douban.com/subject/26363254/,战狼2,已三刷。不明白为什么会有人说中二和吴京意淫。这种类型的电影肯定要有一个英雄人物带动情节的发展。真的好看，全场无尿点。谁会希望有战乱，一些人或群体为了自己的私人利益，发动战争，但这苦的可是手无寸铁之力的民众，祈求一个永远也实现不了的愿望：世界和平。黑子跪久了都站不起来了，5分力荐！,5
79,https://movie.douban.com/subject/26363254/,战狼2,张翰脸比女主白太多了，请问用了什么护肤品？！,4
80,https://movie.douban.com/subject/26363254/,战狼2,客观的说七分，虽然情节逻辑有各种经不起推敲的细节，但总体完成度很高，虽然反派有点无脑脸谱化，但配角形象还算丰满，尤其张瀚的富二代形象居然不招人讨厌。有笑点有泪点，是部用心的片子，瑕不掩瑜，值得鼓励。,4
81,https://movie.douban.com/subject/26363254/,战狼2,在吴京的个人英雄幻想下连主旋律都沦为附庸了，我tm还能说什么...主角已经牛逼到突破逻辑的地步！全天下超级无敌牛逼就是你了好啦好啦我都知道,1
82,https://movie.douban.com/subject/26363254/,战狼2,1.看看人家装逼装得多专业。2.由于全国发布高温警报，主角只好去非洲避暑了。3.Tundu：我不要去中国，中国太他妈热了，我会被晒黑的！4.张翰在本片饰演亦凡，整个太平洋都是他承包的鱼塘。5.达康书记、东来局长都是幌子，实际上反派是美队对冷锋的考验，下集他将加入复联一起打灭霸。,3
83,https://movie.douban.com/subject/26363254/,战狼2,三星半，与首部一脉相承，但脱离了军旅题材的限制，变成了孤胆英雄动作片，与第一滴血系列是一样的，故事不新鲜，但场面更大，动作部分在技巧/火爆之间切换，整体非常燃，片长有些长。能看出拍摄时受限颇多，有的镜头一看就是硬性指标，但这样的片对拓展华语类型片有好处，还是多多益善,4
84,https://movie.douban.com/subject/26363254/,战狼2,已三刷。不明白为什么会有人说中二和吴京意淫。这种类型的电影肯定要有一个英雄人物带动情节的发展。真的好看，全场无尿点。谁会希望有战乱，一些人或群体为了自己的私人利益，发动战争，但这苦的可是手无寸铁之力的民众，祈求一个永远也实现不了的愿望：世界和平。黑子跪久了都站不起来了，5分力荐！,5
85,https://movie.douban.com/subject/26363254/,战狼2,样板戏走向全球,2
86,https://movie.douban.com/subject/26363254/,战狼2,捧高美国队长，贬低战狼，双重标准不要玩的太溜……好莱坞玩爱美国就是高大上，国内玩爱国就是假大空，真不懂你们这些没有膝盖的人,4
87,https://movie.douban.com/subject/26363254/,战狼2,二十年前，当我还是个懵懂的小孩子，看到这样的故事和镜头，我会被感动的哭鼻子；如今，二十年过去了，你却还拿这样的故事逻辑和镜头给我看，我只能尴尬的笑。,1
88,https://movie.douban.com/subject/26363254/,战狼2,《战狼2》可以说用军舰坦克，撞开了国产电影重工业的大门。让观众了解到国产电影也可以像好莱坞大片一样，可以有自己的超级英雄。,5
89,https://movie.douban.com/subject/26363254/,战狼2,说剧情有bug，我承认。但你看的燃不燃？high不high？动作打得过瘾不过瘾？看得心潮澎湃没有？激动不？国产商业动作片能拍到这个水准，已经值得表扬了。不给鼓励还在那挑刺？呵呵。,4
90,https://movie.douban.com/subject/26363254/,战狼2,这一星给开场拆房子的那场戏，太不符合社会主义核心价值观了！,1
91,https://movie.douban.com/subject/26363254/,战狼2,#电影院#一个人就买了四张票（不打折）请全家看，心疼我的小钱钱≥﹏≤ 还好家长们的反应是好的，把吴京猛夸了一通，中国式的动作大片并不逊色好莱坞，只要他们满意我也就心满意足了。我珍惜一家人和和气气的团聚时刻。卢靖姗真漂亮，干练明朗的健康美。吴京好好拍，第三部继续约啊,4
92,https://movie.douban.com/subject/26363254/,战狼2,听说过夜郎自大吗？我第一次知道中国人这么牛逼。中国部队所向披靡，连特么坦克都能给你开漂移。整部电影都是吴京一个人在意淫。意淫真可怕，中国维和单凭一个视频能越过联合国长驱直入到别国领土进行作战。你当Africa是你家后院么？意淫强国，我身为天朝子民相当之荣幸。扬我国威，震我中华！,2
93,https://movie.douban.com/subject/26363254/,战狼2,我跟你们讲，吴京当年在电视上大吹牛逼，说自己在杀破狼里和甄子丹真打，多厉害多牛逼。结果花絮里明明白白地展现了甄如何设计全套动作，从头到尾手把手地教吴京。,1
94,https://movie.douban.com/subject/26363254/,战狼2,「中國狼不咬中國人！」www,1
95,https://movie.douban.com/subject/26363254/,战狼2,冷锋像是一个符号，他代表着千千万万守护我们的军人。“国强则民安”，生活在这个没有战争的国度，我们真的算是非常幸福。每一个军人都值得我们尊敬，这个强大的祖国也值得我们热爱。如同影片的主旨：“中国护照不能带你去任何一个国家，但能从任何一个地方把你平安带回家。”,5
96,https://movie.douban.com/subject/26363254/,战狼2,非常难看 也不知道导演哪儿来的自信,1
97,https://movie.douban.com/subject/26363254/,战狼2,一部政治宣传片！中国也就在非洲还有点脸面了！给宏大的战争场面和吴京卖力的打斗五星，剧情减一星，政治倾向剪一星，综合三星！,3
98,https://movie.douban.com/subject/26363254/,战狼2,诚意满满，全程无尿点。吴京非常帅，剧情比战狼1好看多了。,5
99,https://movie.douban.com/subject/26363254/,战狼2,23点45分开始，1点48分结束，我看了12次手机，影厅的天花板上有8条线组合成三角形装饰，18个音响在棚顶前12个并列排放，后面6个33一组，一共24个探照灯，第12个旁边有个摄像头。另外，中国护照上没有那句话。,2
100,https://movie.douban.com/subject/26363254/,战狼2,有一场坦克戏，简直令人浮想连连啊，吴京真的不是故意的嘛。又是压人压成肉泥的镜头，又是吴京站在坦克正前面，“稍有常识的人都会看出，如果敌方的铁骑继续前进”，然而吴京这个螳臂当车的歹徒真的阻挡住了。,4
101,https://movie.douban.com/subject/26363254/,战狼2,wtf???我为啥要看这个,1
102,https://movie.douban.com/subject/26363254/,战狼2,暴发户的自尊来源于深不见底的自卑。,3
103,https://movie.douban.com/subject/26363254/,战狼2,无脑意淫片如此走红，果然是钱多人傻。。,1
104,https://movie.douban.com/subject/26363254/,战狼2,《战狼2》里塑造了一个更加的真实与接地气、有血有肉的英雄，他让观众看到无限的可能，让我们见到的是这个时代的英雄。英雄在做的是人性的挣扎与人道的选择，在向所有自以为是的正确选择做抗争。这个时代恰恰缺少的是这样的英雄。,5
105,https://movie.douban.com/subject/26363254/,战狼2,我用余光观察了下周围一起观影的人，一群人一起翻白眼儿，何其壮观～～,2
106,https://movie.douban.com/subject/26363254/,战狼2,好看！是吴京的忠实影迷，第一部就看的我热血沸腾，第二部依旧如此。看完感觉我的爱国魂在熊熊燃烧,4
107,https://movie.douban.com/subject/26363254/,战狼2,跟第一部比确实是不知道高到哪里去了，本质上还是学资本主义毛皮、吹社会主义牛逼，连彩蛋都如此。,3
108,https://movie.douban.com/subject/26363254/,战狼2,2.5 动作戏的场面拍的还算用心，但逻辑怪力乱神。至于剧情？吴京他老人家开心就好。,2
109,https://movie.douban.com/subject/26363254/,战狼2,打打打，杀杀杀，中国护照走天下。（政治正确的影片，肯定过及格线。）,3
110,https://movie.douban.com/subject/26363254/,战狼2,虽远必诛，除了印度,1
111,https://movie.douban.com/subject/26363254/,战狼2,没看过,1
112,https://movie.douban.com/subject/26363254/,战狼2,我找骂.有人会来骂我吗？,1
113,https://movie.douban.com/subject/26363254/,战狼2,很燃！战争的场面很宏伟，人与人的打斗很精彩！看得人热血沸腾，为同胞而战！,4
114,https://movie.douban.com/subject/26363254/,战狼2,赵东来：达康书记，我们接到在非洲卧底的冷锋报告，丁义珍现在非洲，我们请求抓捕。李达康：东来，这件事先不要声张，特别是别让省厅知道，就你和我一起去非洲，加上冷锋同志，三人逮捕丁义珍。这次行就叫战狼2吧,5
115,https://movie.douban.com/subject/26363254/,战狼2,"如果把爱国和评价主旋律电影捆绑在一起，那对电影本身的尊重何在？
夸张的人设，夸张的场面，漏洞百出的设定，充满意淫的情怀，本有的一些场面上的精彩在强大的堆积而成的bug里显得那么微弱
不能说因为动作场面上花钱了，文戏给我随便搭个棚子就交差了吧
吴京努力了，但是你劲使大了，3星，6分",3
116,https://movie.douban.com/subject/26363254/,战狼2,1.设定有点像好莱坞动作片那一套，男主的女人总立flag，不是消失就是疑似扑街。2.太极宗师后，半红不紫多年，吴京很厉害，靠战狼系列走出条自己的动作片路线：金链大哥片，糙汉の最爱。3.能看出007，碟中谍，史泰龙，斯坦森影子在。4.好莱坞团队对爆米花片总体质量提升，战狼2比第1部更紧凑了。7分。,4
117,https://movie.douban.com/subject/26363254/,战狼2,坦克挡坦克，王牌斗王牌,2
118,https://movie.douban.com/subject/26363254/,战狼2,电影里最热血的场景是，一个人面对成群坦克毫无惧色，要手无寸铁的话，才是真的英雄。,3
119,https://movie.douban.com/subject/26363254/,战狼2,赵东来：达康书记，我们接到在非洲卧底的冷锋报告，丁义珍现在非洲，我们请求抓捕。李达康：东来，这件事先不要声张，特别是别让省厅知道，就你和我一起去非洲，加上冷锋同志，三人逮捕丁义珍。这次行就叫战狼2吧,5
120,https://movie.douban.com/subject/26363254/,战狼2,"如果把爱国和评价主旋律电影捆绑在一起，那对电影本身的尊重何在？
夸张的人设，夸张的场面，漏洞百出的设定，充满意淫的情怀，本有的一些场面上的精彩在强大的堆积而成的bug里显得那么微弱
不能说因为动作场面上花钱了，文戏给我随便搭个棚子就交差了吧
吴京努力了，但是你劲使大了，3星，6分",3
121,https://movie.douban.com/subject/26363254/,战狼2,1.设定有点像好莱坞动作片那一套，男主的女人总立flag，不是消失就是疑似扑街。2.太极宗师后，半红不紫多年，吴京很厉害，靠战狼系列走出条自己的动作片路线：金链大哥片，糙汉の最爱。3.能看出007，碟中谍，史泰龙，斯坦森影子在。4.好莱坞团队对爆米花片总体质量提升，战狼2比第1部更紧凑了。7分。,4
122,https://movie.douban.com/subject/26363254/,战狼2,坦克挡坦克，王牌斗王牌,2
123,https://movie.douban.com/subject/26363254/,战狼2,电影里最热血的场景是，一个人面对成群坦克毫无惧色，要手无寸铁的话，才是真的英雄。,3
124,https://movie.douban.com/subject/26363254/,战狼2,现在还有单排上分的人啊？,2
125,https://movie.douban.com/subject/26363254/,战狼2,一部判断是否双标的电影：美国主旋律还有的套路，它都有，美国主旋律还有的特长，它在努力学，还有一些距离。但以主流商业片惯常使用且不得不使用的方法来指责其短板，就是双标价值观和审美水准的问题了——美国人都把汽车当飞机开了，中国人拍个坦克漂移怎么了？是轧了你家按揭商品房了？,4
126,https://movie.douban.com/subject/26363254/,战狼2,一部让7亿直男看后就高潮的电影，竟然有那么多水军?牛逼了!,1
127,https://movie.douban.com/subject/26363254/,战狼2,无论影片是否意在宣扬什么主旋律，我终究还是看到了强国强民的影子。国强，民强，才是真实的，其余都是骗人的。,4
128,https://movie.douban.com/subject/26363254/,战狼2,尴尬癌患者不适合的片子非你莫属。,1
129,https://movie.douban.com/subject/26363254/,战狼2,大概在豆瓣给国产打差评是政治正确吧,5
130,https://movie.douban.com/subject/26363254/,战狼2,别几把臭不要脸，预告片就尴尬满满，谁他妈骂我，谁不孕不育，子孙满堂。给自己刷到7.5，真的已经是自我认识偏差到精神分裂的境界了，赶紧去看看病吧。,1
131,https://movie.douban.com/subject/26363254/,战狼2,为了营造清朗的网络环境，所有水军的阴部都糜烂了,1
132,https://movie.douban.com/subject/26363254/,战狼2,中国能拍出这样的电影已经很不错了，至少过程是很给力的！,5
133,https://movie.douban.com/subject/26363254/,战狼2,是不是跪的久了，别人扶你站起来你都站不起来？,5
134,https://movie.douban.com/subject/26363254/,战狼2,好看！虽然吴京的主角光环有点重，但是最后一屏真是升起了爱国心,4
135,https://movie.douban.com/subject/26363254/,战狼2,故事非常紧凑，一直在打，男主几乎一直满血，和战狼1反差太大，战狼1一大队人马抓一小帮雇佣兵，这次和达康书记两人完虐一支部队，国旗光环简直太闪亮，真是国威浩荡，义愤填膺处更是想砸场子。最后凯旋有点像美队1里救众人凯旋，还有那一振臂，让人太激动了！有些瑕疵，但瑕不掩瑜，我想说太棒了！,4
